Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Myanmar (Burma),85,1.56,2,4,0.047058823529411764
Bermuda,81,1265.09,33,5,0.06172839506172839
Togo,81,10.75,35,3,0.037037037037037035
Gabon,80,36.82,5,1,0.0125
Somalia,80,5.03,2,5,0.0625
Liechtenstein,79,2038.76,55,1,0.012658227848101266
Barbados,75,261.3,15,5,0.06666666666666667
Cayman Islands,60,911.67,6,1,0.016666666666666666
Liberia,59,13.18,6,6,0.1016949152542373
,57,1403.46,12,9,0.15789473684210525
Cape Verde,55,99.91,1,1,0.01818181818181818
French Polynesia,55,199.33,0,0,0.0
Guyana,55,70.26,8,6,0.10909090909090909
Uganda,55,1.36,4,0,0.0
The Bahamas,53,137.54,6,8,0.1509433962264151
Equatorial Guinea,51,37.55,4,0,0.0
Libya,49,7.13,11,1,0.02040816326530612
Zambia,48,2.68,30,2,0.041666666666666664
Guinea-Bissau,46,28.67,0,0,0.0
Macao,45,66.22,16,0,0.0
Haiti,41,3.54,0,3,0.07317073170731707
Benin,35,2.98,5,1,0.02857142857142857
Eritrea,35,10.01,0,0,0.0
,35,979.13,17,2,0.05714285714285714
Syria,33,1.89,5,2,0.06060606060606061
Sudan,32,0.75,0,5,0.15625
Mongolia,31,9.36,5,0,0.0
Mozambique,31,1.03,2,0,0.0
Chad,27,1.66,5,0,0.0
Maldives,25,66.71,16,0,0.0
Zimbabwe,23,1.52,1,3,0.13043478260869565
Laos,19,2.67,1,0,0.0
Angola,19,0.61,5,2,0.10526315789473684
Belize,18,44.07,0,2,0.1111111111111111
Timor-Leste,18,12.98,1,0,0.0
New Caledonia,18,63.78,10,0,0.0
Fiji,17,19.21,0,0,0.0
Nepal,16,0.53,1,0,0.0
Dominica,16,222.82,5,0,0.0
Malawi,16,0.84,0,2,0.125
Namibia,16,6.51,4,0,0.0
Eswatini,16,14.64,8,0,0.0
Botswana,15,6.41,0,1,0.06666666666666667
Saint Lucia,15,83.94,0,0,0.0
Sierra Leone,15,1.9,0,0,0.0
Grenada,14,125.0,0,0,0.0
,14,88.24,7,1,0.07142857142857142
Central African Republic,12,2.18,4,0,0.0
Falkland Islands (Islas Malvinas),11,0.0,1,0,0.0
Greenland,11,196.14,11,0,0.0
Montserrat,11,0.0,1,0,0.0
Seychelles,11,112.68,0,0,0.0
,10,334.62,0,0,0.0
Suriname,10,17.2,6,1,0.1
Nicaragua,9,1.39,5,1,0.1111111111111111
The Gambia,9,3.83,2,1,0.1111111111111111
Vatican City,8,0.0,2,0,0.0
Mauritania,7,1.72,2,1,0.14285714285714285
Papua New Guinea,7,0.78,0,0,0.0
,6,0.0,1,0,0.0
Burundi,5,0.46,0,1,0.2
Bhutan,5,6.74,2,0,0.0
South Sudan,4,0.31,0,0,0.0
,3,99.9,0,0,0.0
Anguilla,3,201.76,0,0,0.0
Yemen,1,0.03,0,0,0.0
